dataset,model,xai_method,n_xai_samples,accuracy,precision_macro,recall_macro,f1_macro,auc_macro_ovr,avg_batch_inference_time_sec,model_size_mb,explanation_runtime_sec,faithfulness_deletion_auc,faithfulness_insertion_auc,paper_deletion_auc,stability_cosine_sim,max_sensitivity,complexity_entropy,complexity_entropy_normalized,part_overlap_ratio,clutter_leakage_ratio
FUNNYBIRDS,simplecnn,gradcam,1,0.964,0.968952380952381,0.964,0.9638554139359091,0.9999142857142858,0.23733985424041748,1.5343704223632812,1.9223639965057373,0.04831403940786711,0.8498877820869287,0.01851087688084852,0.6117245157559713,1.0218809843063354,9.894554138183594,0.9141908065838742,0.09109636072327763,0.09239337758449684
