xai_method,avg_explainability_score,avg_runtime_sec,avg_part_overlap_ratio,avg_clutter_leakage_ratio,rank_by_score
gradcam,66.28703208282666,0.05239586565229624,0.08783516865457808,0.06736731008875661,1
shap,54.33443340778832,5.750241763061947,0.0845578698405432,0.21418453243813737,2
lime,43.01671300208465,0.7824285182687971,0.03406534252265537,0.07421479616489911,3
